model,year,price,transmission,mileage,fueltype,tax,mpg,enginesize,car_age,usage_category,price_tier,annual_mileage,liquidity_score,as_bargin
 4 Series,2016,17430,Automatic,55381,Diesel,145,53.3,3.0,10,Высокое использование,Средний класс,5538.1,61.1,False
 2 Series,2016,13940,Automatic,79983,Diesel,20,68.9,2.0,10,Высокое использование,Бюджетные,7998.3,57.2,False
 2 Series,2017,12440,Manual,32218,Diesel,145,65.7,1.5,9,Высокое использование,Бюджетные,3579.8,67.8,True
 4 Series,2015,11570,Manual,78217,Diesel,30,67.3,2.0,11,Высокое использование,Бюджетные,7110.6,54.5,True
 5 Series,2016,12980,Automatic,60337,Diesel,20,68.9,2.0,10,Высокое использование,Бюджетные,6033.7,60.3,True
 3 Series,2018,16940,Manual,10000,Petrol,150,52.3,1.5,8,Высокое использование,Средний класс,1250.0,74.4,True
 4 Series,2016,18640,Automatic,21000,Diesel,150,55.4,3.0,10,Высокое использование,Средний класс,2100.0,66.6,False
 3 Series,2013,14440,Automatic,48000,Diesel,125,57.6,3.0,13,Высокое использование,Бюджетные,3692.3,53.3,False
 1 Series,2016,14670,Automatic,26000,Petrol,125,54.3,1.5,10,Высокое использование,Бюджетные,2600.0,65.8,False
 1 Series,2017,9970,Manual,82000,Diesel,150,72.4,1.5,9,Высокое использование,Бюджетные,9111.1,59.9,True
 3 Series,2013,9940,Manual,83000,Diesel,30,61.4,2.0,13,Высокое использование,Бюджетные,6384.6,47.7,False
 5 Series,2016,15940,Automatic,66652,Diesel,160,51.4,3.0,10,Высокое использование,Средний класс,6665.2,59.3,False
 3 Series,2011,8470,Manual,67869,Diesel,125,60.1,2.0,15,Высокое использование,Бюджетные,4524.6,44.1,False
 1 Series,2009,4490,Manual,79903,Diesel,30,62.8,2.0,17,В поддержанном состоянии,Бюджетные,4700.2,36.2,False
 X5,2017,29440,Automatic,40070,Diesel,205,47.1,3.0,9,Высокое использование,Люкс,4452.2,66.6,False
 3 Series,2012,10240,Automatic,37089,Petrol,160,47.1,2.0,14,Высокое использование,Бюджетные,2649.2,52.1,False
 3 Series,2017,12440,Manual,59158,Diesel,30,67.3,2.0,9,Высокое использование,Бюджетные,6573.1,63.5,True
 6 Series,2012,12970,Automatic,50319,Diesel,160,51.4,3.0,14,Высокое использование,Бюджетные,3594.2,49.9,False
 1 Series,2016,12340,Manual,51727,Petrol,125,52.3,1.5,10,Высокое использование,Бюджетные,5172.7,61.7,False
 X1,2013,10440,Automatic,46217,Diesel,165,52.3,2.0,13,Высокое использование,Бюджетные,3555.2,53.6,False
 i3,2015,14940,Automatic,59000,Other,0,470.8,0.6,11,Высокое использование,Средний класс,5363.6,57.6,False
 4 Series,2016,15440,Manual,24083,Petrol,160,46.3,2.0,10,Высокое использование,Средний класс,2408.3,66.1,False
 X1,2017,14940,Manual,64235,Diesel,125,60.1,2.0,9,Высокое использование,Средний класс,7137.2,62.7,True
 3 Series,2015,11690,Automatic,69002,Diesel,125,60.1,2.0,11,Высокое использование,Бюджетные,6272.9,56.0,True
 3 Series,2017,15940,Automatic,32997,Diesel,145,67.3,2.0,9,Высокое использование,Средний класс,3666.3,67.7,False
 3 Series,2018,15490,Manual,38631,Diesel,145,62.8,2.0,8,Высокое использование,Средний класс,4828.9,69.8,True
 1 Series,2013,9270,Automatic,53000,Diesel,30,62.8,2.0,13,Высокое использование,Бюджетные,4076.9,52.5,False
 2 Series,2016,14990,Manual,46527,Diesel,125,60.1,2.0,10,Высокое использование,Средний класс,4652.7,62.6,False
 3 Series,2015,11970,Automatic,89001,Diesel,30,64.2,2.0,11,Высокое использование,Бюджетные,8091.0,52.8,False
 1 Series,2016,9440,Manual,71000,Diesel,0,83.1,1.5,10,Высокое использование,Бюджетные,7100.0,58.6,True
 3 Series,2016,9790,Manual,76218,Diesel,30,64.2,2.0,10,Высокое использование,Бюджетные,7621.8,57.8,True
 X5,2016,25940,Automatic,76544,Diesel,200,47.1,3.0,10,Высокое использование,Премиум,7654.4,57.8,False
 3 Series,2017,11490,Manual,65386,Petrol,125,52.3,1.5,9,Высокое использование,Бюджетные,7265.1,62.5,True
 3 Series,2018,17240,Automatic,40739,Diesel,145,64.2,2.0,8,Высокое использование,Средний класс,5092.4,69.5,False
 3 Series,2015,12189,Manual,33902,Diesel,30,65.7,2.0,11,Высокое использование,Бюджетные,3082.0,61.6,False
 1 Series,2016,13299,Manual,39077,Diesel,30,65.7,2.0,10,Высокое использование,Бюджетные,3907.7,63.7,False
 1 Series,2017,12415,Manual,17724,Diesel,145,83.1,1.5,9,Высокое использование,Бюджетные,1969.3,70.2,True
 1 Series,2013,13999,Automatic,48828,Petrol,235,37.7,3.0,13,Высокое использование,Бюджетные,3756.0,53.2,False
 3 Series,2016,17940,Automatic,28136,Diesel,145,53.3,3.0,10,Высокое использование,Средний класс,2813.6,65.5,False
 4 Series,2016,18970,Automatic,43306,Diesel,160,51.4,3.0,10,Высокое использование,Средний класс,4330.6,63.1,False
 3 Series,2015,16940,Automatic,41115,Diesel,165,51.4,3.0,11,Высокое использование,Средний класс,3737.7,60.4,False
 5 Series,2014,13290,Automatic,62125,Diesel,150,55.4,2.0,12,Высокое использование,Бюджетные,5177.1,54.1,False
 X1,2016,13490,Manual,78256,Diesel,20,68.9,2.0,10,Высокое использование,Бюджетные,7825.6,57.5,True
 Z4,2010,9440,Manual,68090,Petrol,305,33.2,2.5,16,В поддержанном состоянии,Бюджетные,4255.6,41.1,False
 3 Series,2018,19940,Automatic,27246,Diesel,145,64.2,2.0,8,Высокое использование,Средний класс,3405.8,71.6,False
 3 Series,2017,21299,Automatic,19351,Diesel,145,51.4,3.0,9,Высокое использование,Премиум,2150.1,69.9,False
 3 Series,2014,12579,Automatic,50750,Diesel,125,57.6,2.0,12,Высокое использование,Бюджетные,4229.2,55.9,False
 1 Series,2018,22000,Automatic,18225,Petrol,145,32.5,3.0,8,Высокое использование,Премиум,2278.1,73.1,False
 X1,2016,17000,Manual,31327,Diesel,125,58.9,2.0,10,Высокое использование,Средний класс,3132.7,65.0,False
 X1,2017,17500,Automatic,27753,Diesel,145,65.7,2.0,9,Высокое использование,Средний класс,3083.7,68.6,False
 X5,2016,31499,Automatic,34367,Hybrid,0,85.6,2.0,10,Высокое использование,Люкс,3436.7,64.5,False
 4 Series,2016,17940,Automatic,27069,Petrol,165,45.6,2.0,10,Высокое использование,Средний класс,2706.9,65.7,False
 X1,2017,14470,Automatic,80591,Diesel,30,65.7,2.0,9,Высокое использование,Бюджетные,8954.6,60.1,True
 3 Series,2017,17650,Manual,17170,Diesel,150,60.1,2.0,9,Высокое использование,Средний класс,1907.8,70.3,False
 1 Series,2014,9250,Manual,55760,Diesel,30,65.7,2.0,12,Высокое использование,Бюджетные,4646.7,55.1,True
 3 Series,2015,16970,Automatic,42938,Diesel,200,49.6,3.0,11,Высокое использование,Средний класс,3903.5,60.1,False
 1 Series,2014,10670,Automatic,53436,Diesel,30,64.2,2.0,12,Высокое использование,Бюджетные,4453.0,55.5,False
 4 Series,2017,19970,Automatic,44558,Diesel,145,50.4,3.0,9,Высокое использование,Средний класс,4950.9,65.9,False
 2 Series,2017,17940,Manual,9369,Diesel,145,60.1,2.0,9,Высокое использование,Средний класс,1041.0,71.5,False
 5 Series,2010,5970,Automatic,116882,Diesel,150,54.3,2.0,16,В поддержанном состоянии,Бюджетные,7305.1,33.3,True
 1 Series,2015,9270,Manual,62346,Diesel,0,78.5,1.5,11,Высокое использование,Бюджетные,5667.8,57.0,True
 6 Series,2016,17490,Automatic,62156,Diesel,200,49.6,3.0,10,Высокое использование,Средний класс,6215.6,60.1,True
 5 Series,2011,8470,Automatic,84726,Diesel,145,54.3,2.0,15,Высокое использование,Бюджетные,5648.4,41.4,True
 5 Series,2019,24970,Automatic,10628,Petrol,150,47.9,2.0,7,В хорошем состоянии,Премиум,1518.3,77.3,True
 1 Series,2016,15997,Automatic,52874,Petrol,235,37.7,3.0,10,Высокое использование,Средний класс,5287.4,61.5,False
 1 Series,2017,11997,Manual,10624,Diesel,0,83.1,1.5,9,Высокое использование,Бюджетные,1180.4,71.3,True
 3 Series,2015,13940,Automatic,69986,Diesel,145,53.3,3.0,11,Высокое использование,Бюджетные,6362.4,55.8,False
 X1,2018,22470,Automatic,9365,Petrol,145,44.8,2.0,8,Высокое использование,Премиум,1170.6,74.5,False
 3 Series,2016,18770,Automatic,26108,Diesel,145,53.3,3.0,10,Высокое использование,Средний класс,2610.8,65.8,False
 2 Series,2018,16470,Semi-Auto,18323,Diesel,145,56.5,1.5,8,Высокое использование,Средний класс,2290.4,73.1,False
 5 Series,2012,9690,Automatic,71375,Diesel,125,57.6,2.0,14,Высокое использование,Бюджетные,5098.2,46.6,False
 4 Series,2018,22770,Automatic,13623,Diesel,145,58.9,2.0,8,Высокое использование,Премиум,1702.9,73.8,False
 3 Series,2016,12970,Manual,32046,Diesel,20,68.9,2.0,10,Высокое использование,Бюджетные,3204.6,64.9,True
 3 Series,2017,14497,Manual,61093,Petrol,150,45.6,2.0,9,Высокое использование,Бюджетные,6788.1,63.2,True
 1 Series,2013,11497,Manual,72000,Petrol,305,35.3,3.0,13,Высокое использование,Бюджетные,5538.5,49.5,False
 X1,2017,17890,Automatic,33124,Diesel,125,60.1,2.0,9,Высокое использование,Средний класс,3680.4,67.7,False
 2 Series,2017,13970,Manual,27034,Petrol,150,48.7,1.5,9,Высокое использование,Бюджетные,3003.8,68.7,False
 X2,2019,23240,Manual,4507,Petrol,150,41.5,1.5,7,В хорошем состоянии,Премиум,643.9,78.3,True
 X5,2015,25470,Automatic,54000,Diesel,200,47.1,3.0,11,Высокое использование,Премиум,4909.1,58.4,False
 2 Series,2017,14270,Manual,10874,Petrol,125,50.4,1.5,9,Высокое использование,Бюджетные,1208.2,71.3,False
 1 Series,2016,10340,Manual,38936,Diesel,20,72.4,1.5,10,Высокое использование,Бюджетные,3893.6,63.8,True
 X4,2017,22670,Automatic,41543,Diesel,150,54.3,2.0,9,Высокое использование,Премиум,4615.9,66.4,False
 7 Series,2017,31250,Automatic,27791,Diesel,145,53.3,3.0,9,Высокое использование,Люкс,3087.9,68.6,False
 X1,2018,22950,Automatic,14968,Diesel,150,60.1,2.0,8,Высокое использование,Премиум,1871.0,73.6,False
 3 Series,2016,13190,Manual,19871,Diesel,20,72.4,2.0,10,Высокое использование,Бюджетные,1987.1,66.8,False
 3 Series,2015,14495,Automatic,43838,Diesel,125,61.4,2.0,11,Высокое использование,Бюджетные,3985.3,60.0,False
 3 Series,2009,5995,Manual,47125,Diesel,125,58.9,2.0,17,В поддержанном состоянии,Бюджетные,2772.1,41.5,False
 1 Series,2015,10990,Manual,69000,Diesel,30,62.8,2.0,11,Высокое использование,Бюджетные,6272.7,56.0,False
 1 Series,2010,4990,Manual,83844,Diesel,30,62.8,2.0,16,В поддержанном состоянии,Бюджетные,5240.2,38.6,True
 X3,2016,20940,Automatic,19000,Diesel,150,54.3,2.0,10,Высокое использование,Премиум,1900.0,67.0,False
 X3,2011,11940,Automatic,72000,Diesel,165,50.4,2.0,15,Высокое использование,Бюджетные,4800.0,43.5,False
 3 Series,2019,24850,Automatic,7438,Petrol,145,42.2,2.0,7,В хорошем состоянии,Премиум,1062.6,77.8,False
 3 Series,2019,24450,Automatic,23150,Diesel,150,52.3,2.0,7,В хорошем состоянии,Премиум,3307.1,75.3,False
 X3,2018,28950,Automatic,13200,Petrol,150,30.4,2.0,8,Высокое использование,Люкс,1650.0,73.9,False
 X1,2018,22900,Automatic,10923,Petrol,150,37.7,2.0,8,Высокое использование,Премиум,1365.4,74.3,False
 2 Series,2019,22950,Automatic,8225,Diesel,150,61.4,2.0,7,В хорошем состоянии,Премиум,1175.0,77.7,False
 2 Series,2018,19250,Automatic,20682,Hybrid,140,135.5,1.5,8,Высокое использование,Средний класс,2585.2,72.7,False
 X5,2018,34650,Automatic,15245,Diesel,150,47.1,3.0,8,Высокое использование,Люкс,1905.6,73.6,False
 3 Series,2019,27750,Automatic,4879,Petrol,150,41.5,2.0,7,В хорошем состоянии,Премиум,697.0,78.2,False
 3 Series,2015,14250,Automatic,40528,Diesel,30,62.8,2.0,11,Высокое использование,Бюджетные,3684.4,60.5,False
 5 Series,2017,22350,Automatic,30141,Diesel,145,60.1,2.0,9,Высокое использование,Премиум,3349.0,68.2,False
 2 Series,2017,15250,Automatic,13311,Petrol,145,61.4,2.0,9,Высокое использование,Средний класс,1479.0,70.9,False
 X1,2019,24950,Automatic,7542,Diesel,145,60.1,2.0,7,В хорошем состоянии,Премиум,1077.4,77.8,False
 4 Series,2019,23250,Automatic,10847,Diesel,145,65.7,2.0,7,В хорошем состоянии,Премиум,1549.6,77.3,False
 X1,2019,24950,Automatic,9412,Diesel,145,60.1,2.0,7,В хорошем состоянии,Премиум,1344.6,77.5,False
 4 Series,2019,23350,Automatic,9564,Diesel,145,65.7,2.0,7,В хорошем состоянии,Премиум,1366.3,77.5,False
 X1,2019,24950,Automatic,7032,Diesel,145,60.1,2.0,7,В хорошем состоянии,Премиум,1004.6,77.9,False
 X2,2019,26750,Automatic,2077,Diesel,150,58.9,2.0,7,В хорошем состоянии,Премиум,296.7,78.7,False
 X3,2015,18950,Automatic,15131,Diesel,150,54.3,2.0,11,Высокое использование,Средний класс,1375.5,64.6,False
 3 Series,2016,14950,Automatic,49967,Diesel,30,62.8,2.0,10,Высокое использование,Средний класс,4996.7,62.0,False
 X1,2019,24950,Automatic,5217,Diesel,145,60.1,2.0,7,В хорошем состоянии,Премиум,745.3,78.2,False
 1 Series,2018,16139,Manual,5531,Petrol,145,37.2,1.5,8,Высокое использование,Средний класс,691.4,75.1,False
 3 Series,2016,15300,Automatic,46626,Hybrid,0,134.5,2.0,10,Высокое использование,Средний класс,4662.6,62.5,False
 5 Series,2019,22900,Automatic,12568,Petrol,145,47.9,2.0,7,В хорошем состоянии,Премиум,1795.4,77.0,True
 2 Series,2017,15950,Automatic,39758,Diesel,145,62.8,2.0,9,Высокое использование,Средний класс,4417.6,66.6,False
 5 Series,2019,36250,Automatic,8062,Diesel,145,51.4,3.0,7,В хорошем состоянии,Люкс,1151.7,77.7,False
 1 Series,2017,13450,Automatic,35835,Diesel,150,70.6,2.0,9,Высокое использование,Бюджетные,3981.7,67.3,False
 1 Series,2019,23450,Automatic,12725,Petrol,145,39.8,3.0,7,В хорошем состоянии,Премиум,1817.9,77.0,False
 X5,2016,30850,Automatic,44316,Hybrid,0,85.6,2.0,10,Высокое использование,Люкс,4431.6,62.9,False
 2 Series,2019,18350,Manual,16606,Petrol,150,52.3,1.5,7,В хорошем состоянии,Средний класс,2372.3,76.3,True
 Z4,2013,13700,Automatic,35554,Petrol,205,41.5,2.0,13,Высокое использование,Бюджетные,2734.9,55.3,False
 2 Series,2017,16512,Automatic,21284,Petrol,145,48.7,2.0,9,Высокое использование,Средний класс,2364.9,69.6,False
 4 Series,2018,19495,Manual,7621,Diesel,150,62.8,2.0,8,Высокое использование,Средний класс,952.6,74.8,False
 3 Series,2018,17488,Manual,29384,Petrol,145,47.9,2.0,8,Высокое использование,Средний класс,3673.0,71.3,False
 1 Series,2019,23499,Automatic,9112,Petrol,145,39.8,3.0,7,В хорошем состоянии,Премиум,1301.7,77.5,False
 3 Series,2014,11205,Manual,47735,Petrol,160,44.8,2.0,12,Высокое использование,Бюджетные,3977.9,56.4,False
 1 Series,2016,10989,Manual,31319,Diesel,20,72.4,1.5,10,Высокое использование,Бюджетные,3131.9,65.0,False
 5 Series,2013,11899,Automatic,38705,Diesel,125,60.1,2.0,13,Высокое использование,Бюджетные,2977.3,54.8,False
 X1,2016,14999,Manual,26436,Diesel,20,68.9,2.0,10,Высокое использование,Средний класс,2643.6,65.8,False
 3 Series,2017,17541,Automatic,24536,Petrol,145,48.7,2.0,9,Высокое использование,Средний класс,2726.2,69.1,False
 X1,2012,5994,Manual,130000,Diesel,160,51.4,2.0,14,Высокое использование,Бюджетные,9285.7,37.2,True
 X1,2019,24950,Automatic,9469,Diesel,145,60.1,2.0,7,В хорошем состоянии,Премиум,1352.7,77.5,False
 X1,2019,24800,Automatic,10577,Diesel,145,60.1,2.0,7,В хорошем состоянии,Премиум,1511.0,77.3,False
 4 Series,2017,22995,Automatic,29989,Diesel,150,49.6,3.0,9,Высокое использование,Премиум,3332.1,68.2,False
 X5,2015,21990,Automatic,94643,Diesel,205,47.1,3.0,11,Высокое использование,Премиум,8603.9,51.9,False
 1 Series,2014,5490,Manual,131347,Diesel,0,74.3,1.6,12,Высокое использование,Бюджетные,10945.6,43.0,True
 3 Series,2017,17490,Manual,23828,Diesel,145,64.2,2.0,9,Высокое использование,Средний класс,2647.6,69.2,False
 1 Series,2016,8788,Manual,81750,Diesel,20,72.4,1.5,10,Высокое использование,Бюджетные,8175.0,56.9,True
 3 Series,2017,14495,Automatic,23123,Petrol,145,54.3,1.5,9,Высокое использование,Бюджетные,2569.2,69.3,True
 3 Series,2004,2888,Manual,133175,Petrol,300,36.2,2.0,22,В поддержанном состоянии,Бюджетные,6053.4,18.7,False
 X3,2012,8799,Automatic,98123,Diesel,160,50.4,2.0,14,Высокое использование,Бюджетные,7008.8,42.3,True
 1 Series,2015,10490,Manual,21563,Petrol,150,50.4,1.6,11,Высокое использование,Бюджетные,1960.3,63.5,False
 1 Series,2017,11991,Automatic,108000,Petrol,150,47.9,2.0,9,Высокое использование,Бюджетные,12000.0,55.7,True
 X1,2012,5994,Manual,130000,Diesel,165,51.4,2.0,14,Высокое использование,Бюджетные,9285.7,37.2,True
 1 Series,2016,8393,Manual,82000,Diesel,0,83.1,1.5,10,Высокое использование,Бюджетные,8200.0,56.9,True
 3 Series,2011,3493,Manual,190000,Diesel,20,68.9,2.0,15,Высокое использование,Бюджетные,12666.7,24.6,True
 1 Series,2015,9991,Automatic,94000,Diesel,30,62.8,2.0,11,Высокое использование,Бюджетные,8545.5,52.0,False
 2 Series,2018,13895,Manual,49631,Diesel,145,64.2,2.0,8,Высокое использование,Бюджетные,6203.9,68.1,True
 3 Series,2015,17450,Automatic,45000,Diesel,160,51.4,3.0,11,Высокое использование,Средний класс,4090.9,59.8,False
 X1,2019,24800,Automatic,10576,Diesel,145,60.1,2.0,7,В хорошем состоянии,Премиум,1510.9,77.3,False
 X1,2019,24950,Automatic,9849,Diesel,145,60.1,2.0,7,В хорошем состоянии,Премиум,1407.0,77.4,False
 X1,2019,24950,Automatic,9564,Diesel,145,60.1,2.0,7,В хорошем состоянии,Премиум,1366.3,77.5,False
 4 Series,2019,23250,Automatic,10324,Diesel,145,65.7,2.0,7,В хорошем состоянии,Премиум,1474.9,77.3,False
 4 Series,2013,13499,Automatic,32247,Petrol,160,44.8,2.0,13,Высокое использование,Бюджетные,2480.5,55.8,False
 6 Series,2014,17000,Automatic,64674,Diesel,160,49.6,3.0,12,Высокое использование,Средний класс,5389.5,53.7,False
 4 Series,2015,19995,Automatic,36710,Petrol,265,37.2,3.0,11,Высокое использование,Средний класс,3337.3,61.1,False
 3 Series,2008,6985,Automatic,98630,Petrol,240,39.2,3.0,18,В поддержанном состоянии,Бюджетные,5479.4,30.2,False
 2 Series,2020,28950,Manual,1688,Petrol,145,43.5,1.5,6,В хорошем состоянии,Люкс,281.3,81.7,False
 2 Series,2020,35950,Automatic,4597,Petrol,145,36.2,2.0,6,В хорошем состоянии,Люкс,766.2,81.3,False
 3 Series,2019,40000,Automatic,9991,Diesel,150,43.5,3.0,7,В хорошем состоянии,Люкс,1427.3,77.4,False
 4 Series,2016,16150,Automatic,46545,Diesel,30,65.7,2.0,10,Высокое использование,Средний класс,4654.5,62.6,False
 3 Series,2018,18199,Manual,13503,Diesel,145,64.2,2.0,8,Высокое использование,Средний класс,1687.9,73.8,False
 3 Series,2016,12999,Manual,52224,Diesel,125,62.8,2.0,10,Высокое использование,Бюджетные,5222.4,61.6,True
 3 Series,2016,17532,Automatic,36157,Hybrid,0,134.5,2.0,10,Высокое использование,Средний класс,3615.7,64.2,False
 1 Series,2014,14450,Automatic,59198,Petrol,235,37.7,3.0,12,Высокое использование,Бюджетные,4933.2,54.5,False
 X5,2017,29450,Automatic,35032,Diesel,145,47.1,3.0,9,Высокое использование,Люкс,3892.4,67.4,False
 4 Series,2019,23350,Automatic,9189,Diesel,145,65.7,2.0,7,В хорошем состоянии,Премиум,1312.7,77.5,False
 X1,2016,19499,Automatic,21822,Diesel,125,60.1,2.0,10,Высокое использование,Средний класс,2182.2,66.5,False
 1 Series,2016,10499,Manual,40428,Diesel,0,78.5,1.5,10,Высокое использование,Бюджетные,4042.8,63.5,True
 1 Series,2014,10999,Manual,47208,Diesel,30,62.8,2.0,12,Высокое использование,Бюджетные,3934.0,56.4,False
 3 Series,2016,11299,Manual,54788,Diesel,20,68.9,2.0,10,Высокое использование,Бюджетные,5478.8,61.2,True
 3 Series,2017,14999,Automatic,78446,Hybrid,0,134.5,2.0,9,Высокое использование,Средний класс,8716.2,60.4,True
 X1,2016,17499,Automatic,45234,Diesel,125,60.1,2.0,10,Высокое использование,Средний класс,4523.4,62.8,False
 3 Series,2016,16899,Automatic,72974,Diesel,160,51.4,3.0,10,Высокое использование,Средний класс,7297.4,58.3,False
 6 Series,2016,19999,Automatic,41963,Diesel,160,51.4,3.0,10,Высокое использование,Средний класс,4196.3,63.3,False
 1 Series,2015,8999,Manual,58918,Diesel,0,83.1,1.5,11,Высокое использование,Бюджетные,5356.2,57.6,True
 1 Series,2016,10699,Manual,35845,Diesel,0,83.1,1.5,10,Высокое использование,Бюджетные,3584.5,64.3,False
 5 Series,2014,12899,Automatic,85547,Diesel,160,51.4,3.0,12,Высокое использование,Бюджетные,7128.9,50.3,False
 3 Series,2016,10499,Manual,68738,Diesel,20,68.9,2.0,10,Высокое использование,Бюджетные,6873.8,59.0,True
 1 Series,2015,9399,Manual,84179,Diesel,30,65.7,2.0,11,Высокое использование,Бюджетные,7652.6,53.5,True
 5 Series,2016,15999,Automatic,28084,Diesel,30,62.8,2.0,10,Высокое использование,Средний класс,2808.4,65.5,False
 2 Series,2018,13299,Manual,45166,Diesel,145,65.7,2.0,8,Высокое использование,Бюджетные,5645.8,68.8,True
 X5,2016,23699,Automatic,74765,Hybrid,0,85.6,2.0,10,Высокое использование,Премиум,7476.5,58.0,True
 2 Series,2016,21499,Automatic,17173,Petrol,200,39.8,3.0,10,Высокое использование,Премиум,1717.3,67.3,False
 1 Series,2017,11349,Manual,33215,Diesel,0,78.5,1.5,9,Высокое использование,Бюджетные,3690.6,67.7,True
 2 Series,2017,21499,Automatic,19502,Petrol,145,39.8,3.0,9,Высокое использование,Премиум,2166.9,69.9,False
 3 Series,2016,14399,Manual,34278,Diesel,30,64.2,2.0,10,Высокое использование,Бюджетные,3427.8,64.5,False
 3 Series,2019,24850,Automatic,10633,Petrol,145,42.2,2.0,7,В хорошем состоянии,Премиум,1519.0,77.3,False
 3 Series,2016,19399,Automatic,22317,Hybrid,0,134.5,2.0,10,Высокое использование,Средний класс,2231.7,66.4,False
 2 Series,2016,17299,Automatic,27519,Petrol,160,44.1,2.0,10,Высокое использование,Средний класс,2751.9,65.6,False
 2 Series,2016,13675,Automatic,36792,Petrol,125,51.4,1.5,10,Высокое использование,Бюджетные,3679.2,64.1,False
 X3,2016,18675,Automatic,65392,Diesel,200,47.9,3.0,10,Высокое использование,Средний класс,6539.2,59.5,False
 2 Series,2017,16499,Automatic,12301,Petrol,145,51.4,1.5,9,Высокое использование,Средний класс,1366.8,71.0,False
 3 Series,2016,17980,Automatic,48947,Hybrid,0,134.5,2.0,10,Высокое использование,Средний класс,4894.7,62.2,False
 X3,2015,14999,Automatic,85938,Diesel,145,54.3,2.0,11,Высокое использование,Средний класс,7812.5,53.2,True
 4 Series,2014,12499,Automatic,80450,Diesel,145,56.5,2.0,12,Высокое использование,Бюджетные,6704.2,51.1,False
 4 Series,2016,15499,Automatic,78792,Diesel,30,65.7,2.0,10,Высокое использование,Средний класс,7879.2,57.4,False
 3 Series,2013,9999,Automatic,86364,Diesel,145,55.4,3.0,13,Высокое использование,Бюджетные,6643.4,47.2,False
 6 Series,2013,15499,Automatic,58024,Diesel,160,51.4,3.0,13,Высокое использование,Средний класс,4463.4,51.7,False
 3 Series,2013,12799,Automatic,29500,Diesel,30,62.8,2.0,13,Высокое использование,Бюджетные,2269.2,56.3,False
 1 Series,2016,13089,Automatic,29657,Diesel,20,67.3,2.0,10,Высокое использование,Бюджетные,2965.7,65.3,False
 X1,2018,16999,Automatic,35077,Diesel,145,65.7,2.0,8,Высокое использование,Средний класс,4384.6,70.4,True
 1 Series,2016,18999,Automatic,19908,Petrol,235,37.7,3.0,10,Высокое использование,Средний класс,1990.8,66.8,False
 X1,2017,17299,Automatic,9799,Diesel,30,65.7,2.0,9,Высокое использование,Средний класс,1088.8,71.4,False
 5 Series,2016,10117,Manual,94419,Diesel,30,65.7,2.0,10,Высокое использование,Бюджетные,9441.9,54.9,True
 4 Series,2017,14899,Manual,42560,Diesel,30,62.8,2.0,9,Высокое использование,Средний класс,4728.9,66.2,True
 1 Series,2013,9899,Manual,56370,Petrol,145,50.4,1.6,13,Высокое использование,Бюджетные,4336.2,52.0,False
 i3,2017,18999,Automatic,20321,Electric,135,470.8,0.0,9,Высокое использование,Средний класс,2257.9,69.7,False
 X1,2016,20295,Automatic,16917,Diesel,145,55.4,2.0,10,Высокое использование,Премиум,1691.7,67.3,False
 5 Series,2017,22119,Automatic,25399,Diesel,145,65.7,2.0,9,Высокое использование,Премиум,2822.1,68.9,False
 1 Series,2014,8149,Manual,69190,Diesel,30,65.7,1.6,12,Высокое использование,Бюджетные,5765.8,52.9,True
 1 Series,2017,14011,Manual,22677,Diesel,145,65.7,2.0,9,Высокое использование,Бюджетные,2519.7,69.4,False
 1 Series,2016,13235,Automatic,54013,Diesel,30,62.8,2.0,10,Высокое использование,Бюджетные,5401.3,61.4,False
 5 Series,2013,11850,Automatic,65359,Diesel,125,57.6,2.0,13,Высокое использование,Бюджетные,5027.6,50.5,False
 3 Series,2015,10999,Manual,39245,Diesel,20,68.9,2.0,11,Высокое использование,Бюджетные,3567.7,60.7,True
 3 Series,2017,10875,Automatic,95521,Diesel,145,70.6,2.0,9,Высокое использование,Бюджетные,10613.4,57.7,True
 X1,2014,10999,Automatic,45740,Diesel,160,52.3,2.0,12,Высокое использование,Бюджетные,3811.7,56.7,False
 3 Series,2015,13399,Manual,40219,Diesel,125,61.4,2.0,11,Высокое использование,Бюджетные,3656.3,60.6,False
 2 Series,2017,13499,Manual,44011,Petrol,125,50.4,1.5,9,Высокое использование,Бюджетные,4890.1,66.0,True
 2 Series,2016,11499,Manual,37537,Petrol,125,52.3,1.5,10,Высокое использование,Бюджетные,3753.7,64.0,True
 3 Series,2015,13699,Automatic,85188,Diesel,145,53.3,3.0,11,Высокое использование,Бюджетные,7744.4,53.4,False
 1 Series,2016,13499,Manual,29690,Petrol,125,52.3,1.5,10,Высокое использование,Бюджетные,2969.0,65.2,False
 1 Series,2016,8454,Manual,76241,Diesel,0,83.1,1.5,10,Высокое использование,Бюджетные,7624.1,57.8,True
 1 Series,2018,15899,Manual,25791,Petrol,145,52.3,1.5,8,Высокое использование,Средний класс,3223.9,71.9,False
 1 Series,2016,11399,Manual,24820,Diesel,0,78.5,1.5,10,Высокое использование,Бюджетные,2482.0,66.0,False
 3 Series,2016,10999,Automatic,79248,Diesel,0,74.3,2.0,10,Высокое использование,Бюджетные,7924.8,57.3,True
 1 Series,2016,9999,Manual,50232,Diesel,0,83.1,1.5,10,Высокое использование,Бюджетные,5023.2,62.0,True
 X1,2016,13099,Manual,56046,Diesel,20,68.9,2.0,10,Высокое использование,Бюджетные,5604.6,61.0,True
